venueIndex,VenueId,Latitude,Longitude,L1_category,visitedNum,categoryId
1371,500ec0a8f2e77036666940ad,33.437243,-111.999199,Food,12,3
1372,50119e9ce4b0d8233d3f114a,33.611444,-112.102913,Residence,0,7
1373,5012db7ee4b01bcdb1997a16,33.464043,-112.273079,Food,0,3
1374,501cf582e4b0457aade4a403,33.562924,-112.148983,Residence,0,7
1375,501cf5c4e4b0944fadc25a2d,33.562924,-112.148983,Residence,0,7
1376,501f5ee5e4b0f5050cdeddc7,33.562924,-112.148983,Residence,0,7
1377,5028388216480b222d85a266,33.466139,-112.082005,Food,0,3
1378,502ac807e4b02d4e93003f14,33.457079,-112.071574,Nightlife Spot,0,4
1379,502e83ede4b04de6f32ab1b3,33.580669,-112.118224,Food,0,3
1380,503617c1e4b0a61420409eb0,33.4627,-112.208785,Outdoors & Recreation,26,5
1381,503679b6e4b053240d1da69e,33.572164,-112.187991,College & University,10,1
1382,503c368be4b033d7851a0d62,33.487179,-111.9962,Arts & Entertainment,0,0
1383,503ffecae4b0379866a02af4,33.622475,-112.194725,Nightlife Spot,0,4
1384,50411129e4b0a10506682d5e,33.584149,-111.976699,Food,0,3
1385,504701a6e4b060eedec7651f,33.5191,-112.041675,Residence,0,7
1386,504d7998e4b00c01093b0897,33.595299,-111.982515,Arts & Entertainment,0,0
1387,504e790de4b04e8bde93a54c,33.500283,-112.088236,Professional & Other Places,4,6
1388,5050352be4b04e8a4c1e58e5,33.505825,-112.041271,Nightlife Spot,1,4
1389,5053ca0f4c7f6b5a28e9c718,33.611435,-112.119214,Shop & Service,0,8
1390,5056d35264a43b2f1bcc7f0b,33.509429,-111.992075,Residence,0,7
1391,50596de4e4b0dfb8b844febc,33.584731,-112.089368,Residence,0,7
1392,505b2350e4b0644ce24036cf,33.46539,-112.082105,Food,0,3
1393,505bd79de4b07797493e30ba,33.507462,-112.160906,Residence,0,7
1394,505f8618e4b0a054471fcec3,33.500287,-112.088236,Residence,6,7
1395,50663ea3e4b03ce13a6533f5,33.461728,-112.037521,Travel & Transport,4,9
1396,5067fd2ae4b05eea703ba411,33.565174,-112.146028,Professional & Other Places,0,6
1397,506d9c4ce4b0515e0ce4e958,33.507908,-112.0366,Shop & Service,0,8
1398,506f9212e4b08ee526d83b4b,33.470491,-112.244363,Residence,0,7
1399,507d60bae4b0277b94247ce2,33.507462,-112.160906,Residence,0,7
1400,50880b91e4b06cc8e89d7221,33.462223,-112.234329,Travel & Transport,119,9
1401,50919c64e4b01c28f4aad9a7,33.436868,-111.994392,Food,10,3
1402,509ab8e9e4b04fdbf4a730c8,33.535766,-112.267145,Shop & Service,5,8
1403,509b441fe4b0bd1e674b7fc1,33.483381,-112.232441,Residence,0,7
1404,509c4c9de4b044f7630fa7bc,33.510543,-112.026442,Shop & Service,3,8
1405,509d636c5d2463e871547eee,33.445537,-112.066712,Food,0,3
1406,50a0199be4b0d60e8eaa8d78,33.506333,-112.280129,Residence,0,7
1407,50a43137e4b06e4d8e38409a,33.424287,-112.271519,Outdoors & Recreation,0,5
1408,50a662e6e4b0060f4576bf1d,33.534499,-112.267168,Shop & Service,0,8
1409,50a71c5ee4b0370ed03a2d83,33.451697,-111.9488,Arts & Entertainment,0,0
1410,50a8455ee4b0354baec6da1d,33.503779,-112.16662,Outdoors & Recreation,0,5
1411,50a851e9e4b09f72f301c359,33.50393,-112.166449,Professional & Other Places,0,6
1412,50a8e0ade4b0aeb88b93620f,33.503764,-112.166614,Travel & Transport,0,9
1413,50b15018e4b05083c02271de,33.560558,-112.074767,Nightlife Spot,0,4
1414,50b7454b498ea7a45b68323d,33.374283,-112.017829,Residence,0,7
1415,50e08a80e4b03fabf126b055,33.500184,-112.256285,Residence,81,7
1416,50fd86a4e4b03e4eb6473167,33.53757,-112.046208,Shop & Service,0,8
1417,510ef8dee4b032fafcb9992c,33.488896,-112.089368,Residence,0,7
1418,5112f444e4b09741d7285205,33.519556,-112.06535,Food,0,3
1419,513133b1e4b08725fc7a3e6a,33.52481,-112.125137,Residence,0,7
1420,513416b2e4b0f53f9bd9a092,33.491122,-112.077445,Residence,0,7
1421,5137a8ebe4b0e335fef23ab7,33.510255,-112.02869,Shop & Service,1,8
1422,513fbb3be4b0f3cc424fef29,33.527529,-112.053599,Residence,0,7
1423,5143ef21e4b0cec0728dd800,33.55953,-112.280129,Residence,0,7
1424,515fc8cce4b0b2d7ac7cd2a5,33.457898,-111.991763,Residence,0,7
1425,51638f74e4b08b8f844f9fb5,33.434744,-111.985129,Travel & Transport,0,9
1426,5164cefce4b02138859b0ac2,33.434808,-111.98786,Travel & Transport,0,9
1427,517b3f7fe4b0a8be660f3184,33.462926,-112.001077,Residence,0,7
1428,517caf1be4b0a366cb7e4b4c,33.514749,-112.09719,Residence,0,7
1429,5193ab84498e453c9093f9f5,33.618,-111.982,Professional & Other Places,0,6
